date,fund,weight,predicted_relative_return,fund_return_1m,portfolio_return_1m,turnover,strategy_name,tilt_strength
2017-10-31,VTI,0.4984615384615385,0.02556170542280344,0.01108262967430651,0.012930883236720314,0.07000000000000003,chatgpt_proxy_90_10,0.0
2017-10-31,VXUS,0.18,0.03657466436981935,0.02052205220522052,0.012930883236720314,0.07000000000000003,chatgpt_proxy_90_10,0.0
2017-10-31,VWO,0.11076923076923079,0.04346801459915309,0.019222172552525674,0.012930883236720314,0.07000000000000003,chatgpt_proxy_90_10,0.0
2017-10-31,SCHD,0.11076923076923079,0.02575904522566481,0.009834050399508243,0.012930883236720314,0.07000000000000003,chatgpt_proxy_90_10,0.0
2017-10-31,BND,0.1,0.07326072079073481,0.0049411373667023195,0.012930883236720314,0.07000000000000003,chatgpt_proxy_90_10,0.0
2017-11-30,VTI,0.4984615384615385,0.027601883122619464,0.02842093930445122,0.02267723122074378,0.0,chatgpt_proxy_90_10,0.0
2017-11-30,VXUS,0.18,0.03750289538378311,0.011746742533508714,0.02267723122074378,0.0,chatgpt_proxy_90_10,0.0
2017-11-30,VWO,0.11076923076923079,0.04870072218417963,0.011604500574528664,0.02267723122074378,0.0,chatgpt_proxy_90_10,0.0
2017-11-30,SCHD,0.11076923076923079,0.030373931771968884,0.04513831195787055,0.02267723122074378,0.0,chatgpt_proxy_90_10,0.0
2017-11-30,BND,0.1,0.08165802897918657,0.001107147385969176,0.02267723122074378,0.0,chatgpt_proxy_90_10,0.0
2017-12-29,VTI,0.4984615384615385,0.026675147353877923,0.07001821493624782,0.06738624005548638,0.0,chatgpt_proxy_90_10,0.0
2017-12-29,VXUS,0.18,0.03869099062402288,0.07674705157542694,0.06738624005548638,0.0,chatgpt_proxy_90_10,0.0
2017-12-29,VWO,0.11076923076923079,0.05171847676654764,0.11043345676323235,0.06738624005548638,0.0,chatgpt_proxy_90_10,0.0
2017-12-29,SCHD,0.11076923076923079,0.027984926995078745,0.06664060973226493,0.06738624005548638,0.0,chatgpt_proxy_90_10,0.0
2017-12-29,BND,0.1,0.0789360848445922,-0.0094397450042909,0.06738624005548638,0.0,chatgpt_proxy_90_10,0.0
2018-01-31,VTI,0.4984615384615385,0.03022139020223219,-0.04085523627944976,-0.043023414824998385,0.0,chatgpt_proxy_90_10,0.0
2018-01-31,VXUS,0.18,0.04033298057002214,-0.049861042994932214,-0.043023414824998385,0.0,chatgpt_proxy_90_10,0.0
2018-01-31,VWO,0.11076923076923079,0.056703698476091274,-0.04570419772459777,-0.043023414824998385,0.0,chatgpt_proxy_90_10,0.0
2018-01-31,SCHD,0.11076923076923079,0.033043523405744596,-0.06614144375229025,-0.043023414824998385,0.0,chatgpt_proxy_90_10,0.0
2018-01-31,BND,0.1,0.07166972272171869,-0.012946074845603395,-0.043023414824998385,0.0,chatgpt_proxy_90_10,0.0
2018-02-28,VTI,0.4984615384615385,0.039960541879468923,-0.05131412302824512,-0.04718499260302585,0.0,chatgpt_proxy_90_10,0.0
2018-02-28,VXUS,0.18,0.025734178393791874,-0.04766001376462481,-0.04718499260302585,0.0,chatgpt_proxy_90_10,0.0
2018-02-28,VWO,0.11076923076923079,0.04269094302840029,-0.05714285714285716,-0.04718499260302585,0.0,chatgpt_proxy_90_10,0.0
2018-02-28,SCHD,0.11076923076923079,0.03056268426925992,-0.061665343458165656,-0.04718499260302585,0.0,chatgpt_proxy_90_10,0.0
2018-02-28,BND,0.1,0.06992400349222506,0.0013221957372209214,-0.04718499260302585,0.0,chatgpt_proxy_90_10,0.0
2018-03-30,VTI,0.4984615384615385,0.022992339126383432,0.01186265841438261,0.004190910866815348,0.0,chatgpt_proxy_90_10,0.0
2018-03-30,VXUS,0.18,-0.007394483951877908,0.00954907161803753,0.004190910866815348,0.0,chatgpt_proxy_90_10,0.0
2018-03-30,VWO,0.11076923076923079,7.20192064544373e-05,-0.021072796934865856,0.004190910866815348,0.0,chatgpt_proxy_90_10,0.0
2018-03-30,SCHD,0.11076923076923079,0.021493249918185228,-0.0018356108504997692,0.004190910866815348,0.0,chatgpt_proxy_90_10,0.0
2018-03-30,BND,0.1,0.06803749335923037,-0.009034542793754707,0.004190910866815348,0.0,chatgpt_proxy_90_10,0.0
