experiment_mode,step,candidate_feature,policy_name,threshold,feature_set_key,n_features,feature_columns,n_benchmarks,mean_regression_ic,mean_regression_oos_r2,mean_brier_score,mean_accuracy,mean_balanced_accuracy,mean_precision,mean_recall,mean_policy_return,mean_uplift_vs_sell_50,mean_uplift_vs_regression_sign,mean_avg_hold_fraction
forward_add,2,buyback_yield,hybrid_confirm,0.55,investment_book_yield|buyback_yield,2,"investment_book_yield,buyback_yield",7,0.34416509131330436,-0.24135688947362957,0.2593803854086621,0.5448957061457061,0.5183940814356641,0.6842554510538256,0.5775174768245154,0.008692061734856097,-0.02705573286577831,-0.06116437332632503,0.10840964590964593
forward_add,2,buyback_yield,hybrid_confirm,0.6,investment_book_yield|buyback_yield,2,"investment_book_yield,buyback_yield",7,0.34416509131330436,-0.24135688947362957,0.2593803854086621,0.5448957061457061,0.5183940814356641,0.6842554510538256,0.5775174768245154,0.0039579272377713815,-0.031789867362863024,-0.06589850782340975,0.05628637566137567
forward_add,2,buyback_yield,regression_sign,,investment_book_yield|buyback_yield,2,"investment_book_yield,buyback_yield",7,0.34416509131330436,-0.24135688947362957,0.2593803854086621,0.5448957061457061,0.5183940814356641,0.6842554510538256,0.5775174768245154,0.06985643506118112,0.03410864046054672,0.0,0.6544022181522181
forward_add,2,channel_mix_agency_pct,classifier_only,0.5,investment_book_yield|channel_mix_agency_pct,2,"investment_book_yield,channel_mix_agency_pct",7,0.34416509131330436,-0.24135688947362957,0.3287186401549033,0.47318859381359385,0.5066234775773689,0.61130797471884,0.43362854565054504,0.026800963523118535,-0.008946831077515873,-0.04305547153806259,0.42442155067155074
forward_add,2,channel_mix_agency_pct,classifier_only,0.55,investment_book_yield|channel_mix_agency_pct,2,"investment_book_yield,channel_mix_agency_pct",7,0.34416509131330436,-0.24135688947362957,0.3287186401549033,0.47318859381359385,0.5066234775773689,0.61130797471884,0.43362854565054504,0.024470460422966658,-0.01127733417766775,-0.04538597463821448,0.3653111009361009
forward_add,2,channel_mix_agency_pct,classifier_only,0.6,investment_book_yield|channel_mix_agency_pct,2,"investment_book_yield,channel_mix_agency_pct",7,0.34416509131330436,-0.24135688947362957,0.3287186401549033,0.47318859381359385,0.5066234775773689,0.61130797471884,0.43362854565054504,0.0190990565013821,-0.016648738099252314,-0.05075737855979904,0.30650488400488396
forward_add,2,channel_mix_agency_pct,hybrid_confirm,0.5,investment_book_yield|channel_mix_agency_pct,2,"investment_book_yield,channel_mix_agency_pct",7,0.34416509131330436,-0.24135688947362957,0.3287186401549033,0.47318859381359385,0.5066234775773689,0.61130797471884,0.43362854565054504,0.024349772539028005,-0.011398022061606406,-0.04550666252215312,0.2556481481481482
forward_add,2,channel_mix_agency_pct,hybrid_confirm,0.55,investment_book_yield|channel_mix_agency_pct,2,"investment_book_yield,channel_mix_agency_pct",7,0.34416509131330436,-0.24135688947362957,0.3287186401549033,0.47318859381359385,0.5066234775773689,0.61130797471884,0.43362854565054504,0.019552318578174153,-0.01619547602246026,-0.05030411648300698,0.2200165343915344
forward_add,2,channel_mix_agency_pct,hybrid_confirm,0.6,investment_book_yield|channel_mix_agency_pct,2,"investment_book_yield,channel_mix_agency_pct",7,0.34416509131330436,-0.24135688947362957,0.3287186401549033,0.47318859381359385,0.5066234775773689,0.61130797471884,0.43362854565054504,0.014858768171939377,-0.020889026428695032,-0.05499766688924174,0.17771164021164024
forward_add,2,channel_mix_agency_pct,regression_sign,,investment_book_yield|channel_mix_agency_pct,2,"investment_book_yield,channel_mix_agency_pct",7,0.34416509131330436,-0.24135688947362957,0.3287186401549033,0.47318859381359385,0.5066234775773689,0.61130797471884,0.43362854565054504,0.06985643506118112,0.03410864046054672,0.0,0.6544022181522181
forward_add,2,combined_ratio_ttm,classifier_only,0.5,investment_book_yield|combined_ratio_ttm,2,"investment_book_yield,combined_ratio_ttm",7,0.34416509131330436,-0.24135688947362957,0.28518106260437237,0.5970283882783882,0.6139671353824803,0.7690892519888226,0.5709470706399226,0.05688023040253594,0.02113243580190154,-0.012976204658645185,0.4983076414326414
forward_add,2,combined_ratio_ttm,classifier_only,0.55,investment_book_yield|combined_ratio_ttm,2,"investment_book_yield,combined_ratio_ttm",7,0.34416509131330436,-0.24135688947362957,0.28518106260437237,0.5970283882783882,0.6139671353824803,0.7690892519888226,0.5709470706399226,0.04890646680265736,0.01315867220202295,-0.020949968258523768,0.41034849409849405
forward_add,2,combined_ratio_ttm,classifier_only,0.6,investment_book_yield|combined_ratio_ttm,2,"investment_book_yield,combined_ratio_ttm",7,0.34416509131330436,-0.24135688947362957,0.28518106260437237,0.5970283882783882,0.6139671353824803,0.7690892519888226,0.5709470706399226,0.04051224742856372,0.004764452827929302,-0.029344187632617414,0.3477022283272283
forward_add,2,combined_ratio_ttm,hybrid_confirm,0.5,investment_book_yield|combined_ratio_ttm,2,"investment_book_yield,combined_ratio_ttm",7,0.34416509131330436,-0.24135688947362957,0.28518106260437237,0.5970283882783882,0.6139671353824803,0.7690892519888226,0.5709470706399226,0.04869250200872914,0.01294470740809473,-0.02116393305245199,0.3549483618233618
forward_add,2,combined_ratio_ttm,hybrid_confirm,0.55,investment_book_yield|combined_ratio_ttm,2,"investment_book_yield,combined_ratio_ttm",7,0.34416509131330436,-0.24135688947362957,0.28518106260437237,0.5970283882783882,0.6139671353824803,0.7690892519888226,0.5709470706399226,0.04164732257107162,0.005899527970437214,-0.028209112490109507,0.29280270655270657
forward_add,2,combined_ratio_ttm,hybrid_confirm,0.6,investment_book_yield|combined_ratio_ttm,2,"investment_book_yield,combined_ratio_ttm",7,0.34416509131330436,-0.24135688947362957,0.28518106260437237,0.5970283882783882,0.6139671353824803,0.7690892519888226,0.5709470706399226,0.03517934704217931,-0.0005684475584550984,-0.034677088019001816,0.24895604395604395
