candidate_name,candidate_type,model_type,n_features,n_benchmarks,mean_current_predicted_return,mean_ic,mean_hit_rate,mean_oos_r2,mean_nw_ic,mean_policy_return_sign,mean_policy_return_neutral_3pct,mean_mae,notes
ensemble_ridge_gbt_v18,ensemble,ensemble,25,8,-0.16253902729713487,0.22318228164836598,0.6606449553001277,-0.1990905117360568,0.22318228164836598,0.07706597368784687,0.07613605130495932,0.15237633492143832,v18 assembled stack from the benchmark-side bias-reduction swaps.
gbt_lean_plus_two__v18,model,gbt,13,8,-0.22198969970115498,0.17638872416872975,0.6472240467068053,-0.22178248189816505,0.17638872416872975,0.07649092856478784,0.07375109115527635,0.15197320449187102,v18 GBT swap: vwo_vxus_spread_6m replacing real_rate_10y on the v16 GBT stack.
ridge_lean_v1__v20_value,model,ridge,12,8,0.011479629161917543,0.23805860665290882,0.6655492838898012,-0.6363975750301697,0.23805860665290882,0.075570731852956,0.07416002855066163,0.16642309345820566,v20 Ridge valuation swap: pgr_pe_vs_market_pe replacing roe_net_income_ttm.
ensemble_ridge_gbt_v20_best,ensemble,ensemble,25,8,-0.11518338826764929,0.25362845325788674,0.6550102627257799,-0.17137080756756262,0.25362845325788674,0.07531173648742567,0.07486205719336006,0.14997131572269906,v20 best-of-confirmed stack: best Ridge valuation swap plus the strongest GBT benchmark-side stack.
ridge_lean_v1__v18,model,ridge,12,8,-0.08483543338503936,0.1871006437997208,0.6532278553183726,-0.6709595056912645,0.1871006437997208,0.07508912278298749,0.07488453056109332,0.17115950447068048,v18 Ridge swap: real_yield_change_6m replacing yield_curvature on the v16 Ridge stack.
ensemble_ridge_gbt_v16,ensemble,ensemble,25,8,-0.10765365232772993,0.20183198784637915,0.6584857918263091,-0.1950062195305667,0.20183198784637915,0.07480009746123437,0.07326600289096781,0.15199785990449444,v16 assembled stack from the first confirmed winning swaps.
ensemble_ridge_gbt_v20_value,ensemble,ensemble,25,8,-0.10741754875662363,0.22858739664856575,0.6525632868089765,-0.1922663806448996,0.22858739664856575,0.07428804921318409,0.07348773486583529,0.15159242629846365,v20 valuation-focused stack: best Ridge valuation swap plus the strongest confirmed GBT v16 swap.
ensemble_ridge_gbt_v20_usd,ensemble,ensemble,25,8,-0.10164756385626979,0.2188517556120158,0.6555724320379492,-0.21947054007921185,0.2188517556120158,0.07376636997164954,0.07342331085520874,0.153319252248853,v20 macro-focused stack: best Ridge valuation swap plus the best confirmed USD macro GBT swap.
ridge_lean_v1__v16,model,ridge,12,8,0.0076098379291834155,0.19271791220926127,0.6521670315635832,-0.5202621075694643,0.19271791220926127,0.07277184576305129,0.07146996424932317,0.16461889510660463,v16 Ridge with book value growth replacing ROE net income TTM.
gbt_lean_plus_two__v20_usd,model,gbt,13,8,-0.20749654947757418,0.11768917401988058,0.6410352809706258,-0.323075274787459,0.11768917401988058,0.07257522103212126,0.07053277147274778,0.159252422666382,v20 GBT macro swap: usd_broad_return_3m replacing nfci.
ensemble_ridge_gbt_v20_pricing,ensemble,ensemble,25,8,-0.0954540864070138,0.19799180820021867,0.6483996989600438,-0.24891619330783155,0.19799180820021867,0.0725057155239209,0.07037222568130631,0.15474575240744043,v20 pricing-focused stack: best Ridge valuation swap plus the best confirmed GBT pricing-power swap.
gbt_lean_plus_two__v16,model,gbt,13,8,-0.21196064646241264,0.15317012454859108,0.6370845876664841,-0.25677805185593144,0.15317012454859108,0.07235610356829589,0.07082926737054461,0.15472857808892584,v16 GBT with rate adequacy gap replacing vehicle miles traveled.
ridge_lean_v1,model,ridge,12,8,0.04249129388522206,0.2732250280641005,0.649967159277504,-0.6474362129999187,0.2732250280641005,0.07196645370878535,0.07067141671628721,0.16520452911613076,Base v14/v15 Ridge replacement candidate.
baseline_historical_mean,baseline,baseline,0,8,0.052590880393228845,-0.14237015009642612,0.6373530149607736,-0.20470187241513502,-0.14237015009642612,0.07038680020763428,0.07015615622163651,0.1503402438180013,Historical-mean benchmark baseline.
gbt_lean_plus_two__v20_pricing,model,gbt,13,8,-0.1997158744688659,0.10362697229982644,0.6324531335522714,-0.34476812012573,0.10362697229982644,0.07009134887091183,0.06671526486099014,0.16072573993879946,v20 GBT pricing swap: auto_pricing_power_spread replacing vmt_yoy.
gbt_lean_plus_two,model,gbt,13,8,-0.21064563098415756,0.09286384200892799,0.6225946451377485,-0.342219808996329,0.09286384200892799,0.0693340998998406,0.068729797628531,0.16045771854792834,Base v14/v15 GBT replacement candidate.
gbt_current,model,gbt,11,8,-0.20407707836297911,0.09756327447338002,0.6028006978653531,-0.8555211469603263,0.09756327447338002,0.0658430558956662,0.06483220359319329,0.17595253641677766,Current deployed GBT feature set.
live_production_ensemble_reduced,ensemble,ensemble,55,8,-0.08052096423253938,0.10348537088458805,0.5939051952198504,-0.7285316133753885,0.10348537088458805,0.06382084713331992,0.06291418113050079,0.17462835449531855,Current deployed 4-model stack on the reduced forecast universe.
elasticnet_current,model,elasticnet,14,8,-0.004425421397439858,0.056918614307916005,0.596679324028462,-0.7952907416396455,0.056918614307916005,0.06365754603338784,0.06355440769957879,0.17679039711684263,Current deployed ElasticNet feature set.
ridge_current,model,ridge,14,8,0.042464049674543404,0.08234578881127898,0.5743854907863528,-0.6888632407606894,0.08234578881127898,0.0619667649115495,0.06200031528489662,0.17578614234168563,Current deployed Ridge feature set.
bayesian_ridge_current,model,bayesian_ridge,16,8,-0.2060094651012852,0.15667428091293903,0.5423849434409779,-131.8687408183496,0.15667428091293903,0.05675144166909597,0.05647401587782602,0.3309639942200271,Current deployed BayesianRidge feature set.
